duration,src_bytes,dst_bytes,wrong_fragment,hot,logged_in,num_compromised,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,label
0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,178,1,0.01,1
0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,170,119,0.7,0
0,44,75,0,0,0,0,112,112,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,116,7,1.0,0.06,0.06,255,11,0.04,1
0,323,2390,0,0,1,0,1,13,0.0,1.0,0.0,2,255,1.0,0
0,262,5854,0,0,1,0,6,6,0.0,1.0,0.0,78,255,1.0,0
0,229,263,0,0,1,0,12,12,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,15,7,1.0,0.47,0.27,255,67,0.26,1
0,202,1178,0,0,1,0,9,10,0.0,1.0,0.0,74,255,1.0,0
0,1833,333,0,0,1,0,1,1,0.0,1.0,0.0,110,203,0.82,0
10,1039,333,0,0,1,0,1,1,0.0,1.0,0.0,255,167,0.65,0
85,277,693,0,0,0,0,1,1,0.0,1.0,0.0,1,1,1.0,1
0,0,0,0,0,0,0,15,2,1.0,0.13,0.27,255,62,0.24,1
0,221,1556,0,0,1,0,8,9,0.0,1.0,0.0,255,255,1.0,0
0,44,160,0,0,0,0,76,156,0.0,1.0,0.0,255,254,1.0,0
0,641,0,0,0,1,0,1,1,0.0,1.0,0.0,191,56,0.26,0
0,20,0,0,0,1,0,1,2,0.0,1.0,0.0,255,8,0.03,0
5,651,9615,0,0,0,0,1,1,0.0,1.0,0.0,110,1,0.01,0
0,0,0,0,0,0,0,268,20,1.0,0.07,0.06,255,20,0.08,1
0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,13,239,1.0,0
0,8,0,0,0,0,0,1,42,0.0,1.0,0.0,1,58,1.0,1
0,0,0,0,0,0,0,295,6,1.0,0.02,0.05,255,6,0.02,1
0,215,0,0,0,0,0,1,1,0.0,1.0,0.0,7,7,1.0,1
0,942,332,0,0,1,0,2,2,0.0,1.0,0.0,207,117,0.44,0
0,0,0,0,0,0,0,143,11,1.0,0.08,0.06,255,7,0.03,1
0,31,47,0,0,0,0,2,3,0.0,0.5,1.0,255,236,0.93,0
0,0,0,0,0,0,0,97,9,1.0,0.09,0.07,255,5,0.02,1
0,174,3819,0,0,1,0,2,5,0.0,1.0,0.0,20,255,1.0,0
0,0,0,0,0,0,0,13,8,1.0,0.62,0.15,255,60,0.24,1
0,195,1993,0,0,1,0,9,9,0.0,1.0,0.0,134,255,1.0,0
0,0,0,0,0,0,0,242,12,1.0,0.05,0.07,255,13,0.05,1
0,45,131,0,0,0,0,72,149,0.0,1.0,0.0,255,254,1.0,0
0,43,107,0,0,0,0,1,4,0.0,1.0,0.0,255,248,0.97,0
0,0,0,0,0,0,0,233,17,1.0,0.07,0.06,255,6,0.02,1
0,1452,331,0,0,1,0,1,3,0.0,1.0,0.0,60,176,0.9,0
1,978,334,0,0,1,0,1,3,0.0,1.0,0.0,128,164,0.75,0
0,520,0,0,0,0,0,38,38,0.0,1.0,0.0,255,255,1.0,1
0,45,45,0,0,0,0,119,118,0.0,0.99,0.02,255,254,1.0,0
0,44,129,0,0,0,0,66,146,0.0,0.98,0.03,255,236,0.93,0
0,19,0,0,0,1,0,1,1,0.0,1.0,0.0,73,102,0.74,0
0,304,310,0,0,1,0,1,2,0.0,1.0,0.0,1,2,1.0,0
0,0,0,0,0,0,0,235,16,1.0,0.07,0.07,255,16,0.06,1
0,0,0,0,0,0,0,89,2,0.0,0.02,0.07,255,2,0.01,1
0,0,0,0,0,0,0,250,9,1.0,0.04,0.06,255,8,0.03,1
0,294,960,0,0,1,0,4,4,0.0,1.0,0.0,7,255,1.0,0
0,0,0,0,0,0,0,96,4,1.0,0.04,0.06,255,4,0.02,1
0,1,0,0,0,0,0,151,1,0.0,0.01,0.05,255,1,0.0,1
0,46,132,0,0,0,0,282,281,0.0,1.0,0.01,247,212,0.86,0
0,34,91,0,0,0,0,12,22,0.0,1.0,0.0,255,249,0.98,0
0,305,3222,0,0,1,0,3,4,0.0,1.0,0.0,255,247,0.97,0
0,305,1075,0,0,1,0,3,3,0.0,1.0,0.0,255,250,0.98,0
0,0,0,0,0,0,0,257,11,0.0,0.04,0.06,255,11,0.04,1
0,289,16639,0,0,1,0,7,7,0.0,1.0,0.0,44,255,1.0,0
0,789,332,0,0,1,0,1,1,0.0,1.0,0.0,62,83,0.23,0
0,0,0,0,0,0,0,16,3,1.0,0.19,0.38,255,14,0.05,1
0,1032,0,0,0,0,0,511,511,0.0,1.0,0.0,255,120,0.47,1
0,238,2406,0,0,1,0,2,4,0.0,1.0,0.0,2,255,1.0,0
0,0,0,0,0,0,0,126,9,1.0,0.07,0.06,126,9,0.07,1
21,225,767,0,4,1,0,1,1,0.0,1.0,0.0,255,70,0.27,0
0,0,0,0,0,0,0,299,16,1.0,0.05,0.05,255,1,0.0,1
0,0,0,0,0,0,0,105,1,0.01,0.01,1.0,230,1,0.0,1
0,235,185,0,0,1,0,5,14,0.0,1.0,0.0,161,255,1.0,0
0,852,330,0,0,1,0,1,2,0.0,1.0,0.0,255,197,0.77,0
0,0,0,0,0,0,0,106,1,1.0,0.01,0.08,255,1,0.0,1
0,0,0,0,0,0,0,38,1,0.03,0.03,1.0,255,1,0.0,1
0,0,0,0,0,0,0,133,14,1.0,0.11,0.05,255,1,0.0,1
0,28,0,3,0,0,0,154,54,0.65,0.35,0.05,255,54,0.21,1
0,287,9875,0,0,1,0,9,9,0.0,1.0,0.0,9,255,1.0,0
0,8,0,0,0,0,0,1,32,0.0,1.0,0.0,4,136,1.0,1
0,0,0,0,0,0,0,26,7,1.0,0.27,0.15,255,38,0.15,1
0,326,1820,0,0,1,0,1,12,0.0,1.0,0.0,143,255,1.0,0
0,8,0,0,0,0,0,1,17,0.0,1.0,0.0,2,36,1.0,1
0,0,0,0,0,0,0,138,13,1.0,0.09,0.08,255,16,0.06,1
0,159,685,0,0,1,0,3,3,0.33,1.0,0.0,2,255,1.0,0
0,0,0,0,0,0,0,131,13,1.0,0.1,0.05,255,4,0.02,1
0,309,7273,0,0,1,0,33,44,0.0,1.0,0.0,255,255,1.0,0
0,336,755,0,0,1,0,2,2,0.0,1.0,0.0,142,212,1.0,0
0,44,129,0,0,0,0,13,73,0.0,1.0,0.0,255,238,0.93,0
0,0,0,0,0,0,0,107,16,1.0,0.15,0.06,111,16,0.14,1
0,1,0,0,0,0,0,15,7,0.0,0.47,0.27,255,7,0.03,1
0,199,2523,0,0,1,0,22,22,0.0,1.0,0.0,22,76,1.0,0
0,1,0,0,0,0,0,7,7,0.0,1.0,0.0,75,7,0.09,1
0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,255,1,0.0,1
0,287,20502,0,0,1,0,1,1,0.0,1.0,0.0,39,255,1.0,0
0,0,0,0,0,0,0,102,2,1.0,0.02,0.07,255,8,0.03,1
12,61548,35800,0,0,1,0,1,1,0.0,1.0,0.0,48,30,0.62,0
0,0,0,0,0,0,0,142,20,0.0,0.14,0.06,255,20,0.08,1
0,293,3080,0,0,1,0,14,45,0.0,1.0,0.0,50,255,1.0,0
0,0,0,0,0,0,0,98,8,1.0,0.08,0.06,255,8,0.03,1
0,243,1628,0,0,1,0,2,3,0.0,1.0,0.0,7,255,1.0,0
0,221,4856,0,0,1,0,13,13,0.0,1.0,0.0,222,255,1.0,0
0,305,289,0,0,1,0,16,44,0.0,1.0,0.0,86,255,1.0,0
0,8,0,0,0,0,0,1,21,0.0,1.0,0.0,2,22,1.0,1
0,0,0,0,0,0,0,127,12,0.0,0.09,0.06,255,12,0.05,1
0,0,0,0,0,0,0,62,11,1.0,0.18,0.1,255,13,0.05,1
0,278,168,0,0,1,0,3,3,0.0,1.0,0.0,3,255,1.0,0
0,0,0,0,0,0,0,230,1,1.0,0.0,0.06,255,19,0.07,1
0,0,0,0,0,0,0,255,16,1.0,0.06,0.07,255,15,0.06,1
0,44,137,0,0,0,0,79,159,0.0,1.0,0.0,255,242,0.95,0
0,300,321,0,0,1,0,3,3,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,132,15,1.0,0.11,0.06,255,12,0.05,1
0,185,13635,0,0,1,0,4,15,0.0,1.0,0.0,161,255,1.0,0
0,0,0,0,0,0,0,192,20,1.0,0.1,0.06,255,19,0.07,1
0,219,295,0,0,1,0,12,22,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,105,20,1.0,0.19,0.07,255,3,0.01,1
0,0,0,0,0,0,0,104,3,1.0,0.03,0.07,255,2,0.01,1
0,251,834,0,0,1,0,38,38,0.0,1.0,0.0,122,255,1.0,0
0,0,0,0,0,0,0,509,1,0.1,0.0,1.0,255,1,0.0,1
0,188,1291,0,0,1,0,14,14,0.0,1.0,0.0,55,55,1.0,0
0,0,0,0,0,0,0,1,3,0.0,1.0,0.0,83,61,0.73,0
0,297,17860,0,0,1,0,6,17,0.0,1.0,0.0,10,255,1.0,0
0,0,0,0,0,0,0,215,18,1.0,0.08,0.06,255,16,0.06,1
0,296,955,0,0,1,0,1,9,0.0,1.0,0.0,255,255,1.0,0
0,216,3412,0,0,1,0,2,2,0.0,1.0,0.0,41,255,1.0,0
0,301,3609,0,0,1,0,1,12,0.0,1.0,0.0,1,255,1.0,0
0,284,9418,0,0,1,0,11,11,0.0,1.0,0.0,199,255,1.0,0
0,0,0,0,0,0,0,255,18,1.0,0.07,0.05,255,18,0.07,1
0,46,46,0,0,0,0,6,13,0.0,1.0,0.0,255,255,1.0,0
0,29,29,0,0,0,0,1,3,0.0,1.0,0.0,255,253,0.99,0
0,0,0,0,0,0,0,254,2,1.0,0.01,0.06,255,2,0.01,1
0,597,391,0,0,1,0,1,2,0.0,1.0,0.0,255,93,0.36,0
0,231,145,0,0,1,0,7,7,0.0,1.0,0.0,16,255,1.0,0
0,45,72,0,0,0,0,115,115,0.0,0.99,0.02,255,253,0.99,0
0,0,0,0,0,0,0,296,19,1.0,0.06,0.06,255,18,0.07,1
0,0,0,0,0,0,0,256,8,0.0,0.03,0.06,255,8,0.03,1
0,28,0,3,0,0,0,24,24,0.0,1.0,0.0,255,124,0.49,1
0,0,0,0,0,0,0,187,1,0.1,0.01,1.0,255,1,0.0,1
0,237,706,0,0,1,0,21,27,0.0,1.0,0.0,107,255,1.0,0
0,223,1295,0,0,1,0,1,40,0.0,1.0,0.0,54,54,1.0,0
0,0,0,0,0,0,0,204,20,1.0,0.1,0.06,255,9,0.04,1
0,0,0,0,0,0,0,142,4,1.0,0.03,0.06,255,6,0.02,1
0,46,149,0,0,0,0,103,183,0.0,1.0,0.0,255,255,1.0,0
0,30,0,0,0,0,0,1,4,0.0,1.0,0.0,146,13,0.09,0
0,289,525,0,0,1,0,2,4,0.0,1.0,0.0,77,255,1.0,0
0,8,0,0,0,0,0,1,15,0.0,1.0,0.0,4,4,1.0,1
0,311,1960,0,0,1,0,1,1,0.0,1.0,0.0,255,255,1.0,0
0,520,0,0,0,0,0,452,452,0.0,1.0,0.0,50,50,1.0,1
0,0,0,0,0,0,0,264,14,1.0,0.05,0.06,255,6,0.02,1
0,1,0,0,0,0,0,26,22,0.0,0.85,0.08,255,27,0.11,1
0,0,0,0,0,0,0,203,9,1.0,0.04,0.06,255,9,0.04,1
0,1171,388,0,0,1,0,1,2,0.0,1.0,0.0,255,104,0.41,0
0,219,787,0,0,1,0,3,3,0.33,1.0,0.0,255,255,1.0,0
0,20,0,0,0,0,0,1,1,0.0,1.0,0.0,255,2,0.01,1
0,0,0,0,0,0,0,249,15,1.0,0.06,0.06,255,6,0.02,1
0,0,0,0,0,0,0,82,11,0.0,0.13,0.07,255,11,0.04,1
0,0,0,0,0,0,0,269,13,1.0,0.05,0.06,255,18,0.07,1
0,0,0,0,0,0,0,135,15,1.0,0.11,0.06,84,15,0.18,1
0,0,0,0,0,0,0,149,20,0.0,0.13,0.05,124,20,0.16,1
0,0,0,0,0,0,0,139,19,1.0,0.14,0.05,255,1,0.0,1
0,0,0,0,0,0,0,242,20,1.0,0.08,0.05,255,8,0.03,1
0,1032,0,0,0,0,0,472,472,0.0,1.0,0.0,255,255,1.0,1
0,53452,7300,0,1,1,0,5,5,0.0,1.0,0.0,148,148,1.0,1
0,256,15968,0,0,1,0,1,24,1.0,1.0,0.0,179,255,1.0,0
0,290,4017,0,0,1,0,1,4,0.0,1.0,0.0,7,255,1.0,0
0,339,1092,0,0,1,0,5,5,0.0,1.0,0.0,27,255,1.0,0
2638,145,105,0,0,0,0,1,1,0.0,1.0,0.0,255,1,0.0,0
9248,147,105,0,0,0,0,1,1,0.0,1.0,0.0,255,2,0.01,0
0,54540,8314,0,2,1,1,9,9,0.0,1.0,0.0,91,91,1.0,1
0,0,0,0,0,0,0,291,19,1.0,0.07,0.05,255,4,0.02,1
0,0,0,0,0,0,0,249,8,0.0,0.03,0.07,255,8,0.03,1
0,0,0,0,0,0,0,164,9,1.0,0.05,0.09,255,9,0.04,1
0,0,0,0,2,0,0,4,125,0.5,1.0,0.0,10,10,1.0,1
0,0,0,0,0,0,0,143,20,1.0,0.14,0.06,255,39,0.15,1
0,0,0,0,0,0,0,253,10,1.0,0.04,0.06,255,5,0.02,1
0,0,0,0,0,0,0,52,15,1.0,0.29,0.1,255,15,0.06,1
0,0,0,0,0,0,0,73,4,1.0,0.05,0.07,255,4,0.02,1
0,322,1461,0,0,1,0,5,5,0.2,1.0,0.0,255,255,1.0,0
0,259,0,0,0,1,0,2,2,0.0,1.0,0.0,49,2,0.04,0
0,214,2612,0,0,1,0,17,17,0.0,1.0,0.0,17,255,1.0,0
0,0,0,0,0,0,0,51,14,1.0,0.27,0.08,255,64,0.25,1
0,63,0,0,0,0,0,2,2,0.0,1.0,0.0,255,40,0.16,0
0,18,0,0,0,0,0,1,1,0.0,1.0,0.0,1,93,1.0,1
0,0,0,0,0,0,0,212,19,1.0,0.09,0.06,255,19,0.07,1
0,215,11097,0,0,1,0,4,4,0.0,1.0,0.0,255,255,1.0,0
0,44,137,0,0,0,0,80,160,0.0,0.99,0.03,255,245,0.96,0
0,298,3897,0,0,1,0,5,5,0.0,1.0,0.0,30,255,1.0,0
0,147,2492,0,0,1,0,4,40,0.0,1.0,0.0,49,255,1.0,0
0,0,0,0,0,0,0,128,23,1.0,0.18,0.05,255,23,0.09,1
0,0,0,0,0,0,0,96,7,1.0,0.07,0.05,255,7,0.03,1
4366,146,105,0,0,0,0,1,1,0.0,1.0,0.0,255,1,0.0,0
0,0,0,0,0,0,0,150,9,1.0,0.06,0.07,255,9,0.04,1
0,270,1434,0,0,1,0,4,9,0.0,1.0,0.0,18,255,1.0,0
0,42,121,0,0,0,0,9,89,0.0,1.0,0.0,123,92,0.75,0
0,221,495,0,0,1,0,23,23,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,115,15,1.0,0.13,0.08,255,15,0.06,1
0,7077,0,0,0,1,0,7,7,0.0,1.0,0.0,255,13,0.05,0
0,216,292,0,0,1,0,14,61,0.0,1.0,0.0,156,255,1.0,0
0,0,0,0,0,0,0,80,9,0.0,0.11,0.08,255,9,0.04,1
0,1,0,0,0,0,0,110,73,0.0,0.66,0.05,255,132,0.52,1
0,0,0,0,0,0,0,126,22,1.0,0.17,0.06,255,22,0.09,1
0,316,1208,0,0,1,0,3,5,0.0,1.0,0.0,3,255,1.0,0
0,0,0,0,0,0,0,120,5,1.0,0.04,0.07,255,8,0.03,1
0,44,69,0,0,0,0,156,156,0.0,1.0,0.0,255,191,0.75,0
0,0,0,0,0,0,0,258,20,1.0,0.08,0.06,255,20,0.08,1
0,0,0,0,0,0,0,112,3,1.0,0.03,0.06,255,3,0.01,1
1,656,330,0,0,1,0,1,1,0.0,1.0,0.0,77,146,0.83,0
0,0,0,0,0,0,0,79,11,1.0,0.14,0.08,255,14,0.05,1
0,217,1039,0,0,1,0,6,8,0.0,1.0,0.0,255,255,1.0,0
0,310,516,0,0,1,0,12,27,0.0,1.0,0.0,255,255,1.0,0
0,7940,0,0,0,0,0,10,10,0.0,1.0,0.0,84,88,0.76,0
9,0,5149533,0,0,0,0,1,1,0.0,1.0,0.0,14,14,1.0,1
0,1,0,0,0,0,0,19,4,0.0,0.21,0.21,255,48,0.19,1
0,0,0,0,0,0,0,245,1,0.0,0.0,0.07,255,1,0.0,1
0,42,74,0,0,0,0,125,125,0.0,1.0,0.0,255,254,1.0,0
0,9,36,0,0,1,0,1,1,0.0,1.0,0.0,60,10,0.07,0
0,0,0,0,0,0,0,130,14,1.0,0.11,0.06,255,14,0.05,1
0,46,78,0,0,0,0,139,139,0.0,1.0,0.0,255,254,1.0,0
0,1032,0,0,0,0,0,401,401,0.0,1.0,0.0,255,255,1.0,1
0,0,0,0,0,0,0,217,1,1.0,0.0,0.05,255,1,0.0,1
0,0,0,0,0,0,0,411,1,0.09,0.0,1.0,255,1,0.0,1
0,339,684,0,0,1,0,6,6,0.0,1.0,0.0,225,255,1.0,0
0,8,207,0,0,0,0,1,1,0.0,1.0,0.0,30,2,0.03,0
0,8,0,0,0,0,0,1,38,0.0,1.0,0.0,2,84,1.0,1
0,203,481,0,0,1,0,5,7,0.0,1.0,0.0,255,255,1.0,0
0,42,73,0,0,0,0,171,173,0.0,1.0,0.0,255,229,0.9,0
0,227,1248,0,0,1,0,3,13,0.0,1.0,0.0,255,255,1.0,0
0,54540,8314,0,2,1,1,3,3,0.0,1.0,0.0,125,125,1.0,1
0,0,0,0,0,0,0,65,12,1.0,0.18,0.06,255,62,0.24,1
0,201,594,0,0,1,0,1,1,0.0,1.0,0.0,7,255,1.0,0
0,0,0,0,0,0,0,110,9,1.0,0.08,0.06,255,27,0.11,1
0,0,0,0,0,0,0,115,13,1.0,0.11,0.07,255,18,0.07,1
0,0,0,0,0,0,0,109,7,0.0,0.06,0.07,255,7,0.03,1
0,43,69,0,0,0,0,123,123,0.0,1.0,0.0,255,255,1.0,0
0,44,78,0,0,0,0,145,148,0.0,1.0,0.0,255,226,0.89,0
0,43,43,0,0,0,0,267,268,0.0,1.0,0.01,255,246,0.96,0
0,28,0,3,0,0,0,32,32,0.0,1.0,0.0,255,99,0.39,1
0,1458,325,0,0,1,0,1,1,0.0,1.0,0.0,83,194,0.77,0
281,305,9178,0,0,1,2,1,1,0.0,1.0,0.0,145,21,0.14,0
0,0,0,0,0,0,0,4,4,1.0,1.0,0.0,255,65,0.25,1
2975,81,43,0,0,0,0,2,1,0.0,0.5,1.0,142,104,0.73,0
1,865,339,0,0,1,0,1,2,0.0,1.0,0.0,205,103,0.37,0
0,230,901,0,0,1,0,17,30,0.0,1.0,0.0,255,255,1.0,0
3,0,0,0,0,0,0,1,1,0.0,1.0,0.0,157,134,0.85,0
0,334,0,0,0,1,0,1,1,0.0,1.0,0.0,4,29,1.0,1
0,227532,0,0,0,1,0,2,2,0.0,1.0,0.0,23,64,0.43,0
0,0,0,0,0,0,0,103,20,1.0,0.19,0.06,255,19,0.07,1
0,12,0,0,0,0,0,2,1,0.0,0.5,1.0,40,122,0.82,0
0,0,0,0,0,0,0,375,1,0.09,0.0,1.0,255,1,0.0,1
0,44,76,0,0,0,0,137,137,0.0,1.0,0.0,255,254,1.0,0
0,197,9524,0,0,1,0,1,1,0.0,1.0,0.0,29,255,1.0,0
0,213,633,0,0,1,0,3,3,0.0,1.0,0.0,11,255,1.0,0
0,0,0,0,0,0,0,511,1,0.09,0.0,1.0,255,1,0.0,1
0,520,0,0,0,0,0,455,455,0.0,1.0,0.0,39,39,1.0,1
0,0,0,0,0,0,0,250,8,1.0,0.03,0.06,255,16,0.06,1
0,0,0,0,0,0,0,174,4,1.0,0.02,0.05,255,4,0.02,1
0,0,0,0,0,0,0,101,19,1.0,0.19,0.05,255,7,0.03,1
0,0,0,0,0,0,0,276,17,1.0,0.06,0.06,255,17,0.07,1
0,251,1565,0,0,1,0,5,17,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,148,18,1.0,0.12,0.06,255,13,0.05,1
0,0,0,0,0,0,0,241,20,1.0,0.08,0.05,255,8,0.03,1
0,4539,0,0,0,1,0,19,19,0.0,1.0,0.0,189,82,0.29,0
5,1501,329,0,0,1,0,2,3,0.0,0.5,1.0,221,161,0.73,0
0,369,4154,0,0,1,0,7,7,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,245,21,1.0,0.09,0.05,255,21,0.08,1
0,28,0,3,0,0,0,9,9,0.0,1.0,0.0,81,9,0.11,1
0,0,0,0,0,0,0,212,18,1.0,0.08,0.07,255,19,0.07,1
0,46,81,0,0,0,0,257,258,0.0,1.0,0.01,255,242,0.95,0
0,0,0,0,0,0,0,134,19,1.0,0.14,0.06,255,19,0.07,1
15,1364,366,0,0,1,0,1,1,0.0,1.0,0.0,29,157,0.83,0
0,0,0,0,0,0,0,284,11,1.0,0.04,0.05,255,11,0.04,1
0,0,0,0,0,0,0,180,12,0.0,0.07,0.06,255,12,0.05,1
0,520,0,0,0,0,0,65,65,0.0,1.0,0.0,255,255,1.0,1
0,290,5759,0,0,1,0,2,2,0.0,1.0,0.0,2,103,1.0,0
0,0,0,0,0,0,0,435,1,0.05,0.0,1.0,255,1,0.0,1
0,0,0,0,0,0,0,107,10,1.0,0.09,0.06,255,10,0.04,1
0,1504,325,0,0,1,0,1,1,0.0,1.0,0.0,153,88,0.39,0
0,316,661,0,0,1,0,12,21,0.0,1.0,0.0,12,255,1.0,0
0,0,0,0,0,0,0,37,19,1.0,0.51,0.05,61,23,0.34,1
0,0,0,0,0,0,0,20,5,1.0,0.25,0.25,255,15,0.06,1
0,0,0,0,0,0,0,114,11,0.0,0.1,0.07,255,11,0.04,1
0,0,0,0,0,0,0,123,4,1.0,0.03,0.06,255,4,0.02,1
0,346,662,0,0,1,0,35,35,0.0,1.0,0.0,231,255,1.0,0
0,0,0,0,0,0,0,224,16,1.0,0.07,0.06,255,3,0.01,1
0,1480,0,1,0,0,0,6,6,0.0,1.0,0.0,255,7,0.03,1
0,0,0,0,0,0,0,54,15,1.0,0.28,0.07,255,59,0.23,1
0,0,0,0,0,0,0,243,16,1.0,0.07,0.07,255,17,0.07,1
0,7,225,0,0,0,0,1,1,0.0,1.0,0.0,77,14,0.08,0
0,196,2159,0,0,1,0,12,12,0.0,1.0,0.0,81,255,1.0,0
0,199,392,0,0,1,0,35,38,0.0,1.0,0.0,255,255,1.0,0
0,9,318,0,0,0,0,1,1,0.0,1.0,0.0,144,18,0.12,0
0,271,1583,0,0,1,0,1,2,0.0,1.0,0.0,255,255,1.0,0
0,233,24820,0,0,1,0,2,6,0.5,1.0,0.0,56,255,1.0,0
0,0,0,0,0,0,0,106,7,1.0,0.07,0.06,255,14,0.05,1
0,0,0,0,0,0,0,55,8,1.0,0.15,0.11,255,10,0.04,1
0,0,0,0,0,0,0,109,18,1.0,0.17,0.06,255,12,0.05,1
0,215,0,0,0,0,0,1,1,0.0,1.0,0.0,41,33,0.8,1
0,215,4296,0,0,1,0,12,29,0.0,1.0,0.0,255,255,1.0,0
0,263,254,0,0,1,0,14,18,0.0,1.0,0.0,76,255,1.0,0
0,2708,331,0,2,1,0,1,1,0.0,1.0,0.0,255,13,0.05,0
0,0,0,0,0,0,0,150,6,1.0,0.04,0.08,255,6,0.02,1
0,166,9597,0,0,1,0,1,1,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,157,3,0.01,1
0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,3,251,1.0,0
1,1068,420,0,0,1,0,1,3,0.0,1.0,0.0,22,245,0.95,0
0,44,71,0,0,0,0,108,108,0.0,1.0,0.0,255,254,1.0,0
0,520,0,0,0,0,0,332,332,0.0,1.0,0.0,255,255,1.0,1
0,516,4,0,0,0,0,351,351,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,298,19,1.0,0.06,0.06,255,8,0.03,1
0,43,135,0,0,0,0,42,42,0.0,1.0,0.0,187,132,0.71,0
0,0,0,0,0,0,0,285,8,1.0,0.03,0.06,255,16,0.06,1
0,43,74,0,0,0,0,237,236,0.0,1.0,0.01,255,247,0.97,0
0,0,0,0,0,0,0,222,23,1.0,0.1,0.05,255,23,0.09,1
0,201,5308,0,0,1,0,20,20,0.0,1.0,0.0,59,255,1.0,0
0,171,389,0,0,1,0,4,4,0.0,1.0,0.0,47,255,1.0,0
0,303,1321,0,1,1,0,14,14,0.0,1.0,0.0,161,255,1.0,0
37052,1,0,0,0,0,0,2,2,0.0,1.0,0.0,255,2,0.01,1
0,3909,0,0,0,1,0,7,7,0.0,1.0,0.0,182,181,0.62,0
0,226,434,0,0,1,0,15,17,0.0,1.0,0.0,255,255,1.0,0
0,207,5971,0,0,1,0,16,17,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,100,7,1.0,0.07,0.05,255,7,0.03,1
0,0,0,0,0,0,0,300,17,1.0,0.06,0.05,255,13,0.05,1
0,0,0,0,0,0,0,22,2,1.0,0.09,0.18,255,61,0.24,1
9,857,338,0,0,1,0,1,1,0.0,1.0,0.0,86,108,0.36,0
0,0,0,0,0,0,0,256,13,0.0,0.05,0.06,255,13,0.05,1
0,46,135,0,0,0,0,69,149,0.0,1.0,0.0,255,198,0.78,0
0,0,0,0,0,0,0,48,12,1.0,0.25,0.1,255,12,0.05,1
30,675,2077,0,14,1,0,1,1,0.0,1.0,0.0,255,60,0.24,0
0,0,0,0,0,0,0,114,6,0.0,0.05,0.08,238,6,0.03,1
0,18,0,0,0,0,0,1,1,0.0,1.0,0.0,2,218,1.0,1
0,0,0,0,0,0,0,21,5,1.0,0.24,0.19,255,63,0.25,1
0,8,0,0,0,0,0,1,36,0.0,1.0,0.0,2,132,1.0,1
0,8,0,0,0,0,0,1,3,0.0,1.0,0.0,1,85,1.0,1
0,0,0,0,0,0,0,113,20,1.0,0.18,0.04,255,20,0.08,1
0,0,0,0,0,0,0,226,12,1.0,0.05,0.07,255,12,0.05,1
0,0,0,0,0,0,0,55,12,1.0,0.22,0.07,255,71,0.28,1
0,45,45,0,0,0,0,72,154,0.0,1.0,0.0,255,254,1.0,0
0,29,29,0,0,0,0,6,10,0.0,1.0,0.0,255,238,0.93,0
0,219,1042,0,0,1,0,19,21,0.0,1.0,0.0,244,255,1.0,0
0,18,0,0,0,0,0,1,1,0.0,1.0,0.0,10,10,1.0,1
0,147,16394,0,0,1,0,2,2,0.0,1.0,0.0,2,255,1.0,0
0,8,0,0,0,0,0,1,25,0.0,1.0,0.0,1,71,1.0,1
0,0,0,0,0,0,0,173,2,1.0,0.01,0.07,255,16,0.06,1
0,306,560,0,0,1,0,3,3,0.0,1.0,0.0,3,255,1.0,0
0,0,0,0,0,0,0,163,4,1.0,0.02,0.07,255,15,0.06,1
0,54540,8314,0,2,1,1,2,2,0.0,1.0,0.0,127,127,1.0,1
0,0,0,0,0,0,0,227,5,1.0,0.02,0.06,255,5,0.02,1
0,8,0,0,0,0,0,1,50,0.0,1.0,0.0,1,255,1.0,1
0,0,0,0,0,0,0,239,15,1.0,0.06,0.05,255,15,0.06,1
0,333,609,0,0,1,0,3,3,0.0,1.0,0.0,107,255,1.0,0
0,191,5965,0,0,1,0,5,5,0.0,1.0,0.0,49,255,1.0,0
0,0,0,0,0,0,0,261,11,1.0,0.04,0.06,255,13,0.05,1
0,8,0,0,0,0,0,1,23,0.0,1.0,0.0,1,77,1.0,1
0,255,14606,0,0,1,0,2,2,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,18,4,1.0,0.22,0.17,255,18,0.07,1
1,1865,333,0,0,1,0,1,3,0.0,1.0,0.0,72,111,0.5,0
